1011334,3-D Man,12
1010943,Magneto (Ultimate),36
1017477,Magneto (X-Men: Battle of the Atom),0
1010904,Magus (Adam Warlock),18
1011364,Magus (Technarch),4
1011085,Major Mapleleaf,0
1010725,Makkari,18
1009242,Malcolm Colcord,9
1013479,Malekith,17
1011229,Malice (Earth-161),0
1009420,Man-Thing,159
1010811,Man-Wolf,30
1009421,Mandarin,80
1011243,Mandrill,1
1009422,Mandroid,2
1009423,Manta,9
1011026,Mantis,62
1009424,Marauders,29
1015018,Marcus Van Sciver,0
1011335,Maria Hill,111
1009735,Mariko Yashida,24
1009425,Marrow,94
1011173,Marten Broadcloak,0
1011263,Martin Li,0
1011350,Marvel Apes,9
1009427,Marvel Boy,50
1011002,Marvel Zombies,35
1011495,Marvelman,13
1011417,Marvex,1
1009708,Mary Jane Watson,445
1010993,Mary Jane Watson (House of M),2
1011203,Mary Jane Watson (Ultimate),45
1010869,Masked Marvel (Unrevealed),3
1010367,Masque,35
1010732,Master Chief,6
1009433,Master Mold,9
1009434,Mastermind,46
1011279,Masters of Evil,24
1010877,Mathemanic,0
1009677,Matsu'o Tsurayaba,0
1009463,Matthew Murdock,29
1010793,Mattie Franklin,0
1009436,Mauler,5
1010947,Maverick (Chris Bradley),5
1009437,Maverick (Christoph Nord),10
1011305,Maximus,28
1009490,May Parker,171
1009438,Medusa,168
1011399,Meggan,22
1009439,Meltdown,70
1011241,Menace,40
1011099,Mentallo,3
1011184,Mentor,2
1009440,Mephisto,124
1009441,Mephistopheles,0
1010681,Mercury,20
1009442,Mesmero,35
1009443,Metal Master,0
1010361,Meteorite,1
1011340,MI: 13,0
1009444,Micro/Macro,0
1010690,Microbe,6
1011134,Microchip,12
1010871,Micromax,6
1010891,Midnight (Earth-811),0
1010924,Miek,3
1009530,Mikhail Rasputin,11
1011192,Millenium Guard,0
1010894,Millie the Model,33
1009445,Mimic,36
1011204,Mindworm,1
1013727,Miracleman,6
1011424,Miss America,52
1009446,Mister Fear,4
1009447,Mister Sinister,129
1017318,Mister Sinister (Deadpool),0
1010948,Mister Sinister (House of M),0
1011254,Mister Sinister (Ultimate),3
1010682,Misty Knight,193
1011220,Mockingbird,91
1009410,Moira MacTaggert,42
1010941,Moira MacTaggert (Ultimate),2
1009448,Mojo,55
1009449,Mole Man,71
1011019,Molecule Man,10
1010691,Molly Hayes,17
1009541,Molly Von Richtofen,2
1011370,Molten Man,7
1010876,Mongoose,2
1009450,Mongu (Unrevealed),0
1010331,Monster Badoon,2
1017814,Moon Girl (Lunella Layfayette),109
1009452,Moon Knight,409
1010949,Moon Knight (House of M),1
1014998,Moon Knight (Ultimate),8
1009451,Moondragon,80
1010362,Moonstone,38
1009454,Morbius,111
1010902,Mordo,1
1009455,Morg,6
1013190,Morgan Le Fay,15
1009623,Morgan Stark,4
1011008,Morlocks,10
1011088,Morlun,13
1009456,Morph,21
1009457,Mother Askani,10
1009458,Mr. Bumpo,0
1009459,Mr. Fantastic,597
1010950,Mr. Fantastic (Ultimate),53
1010900,Mr. Fish,1
1009460,Mr. Fixit,26
1010347,Mr. Hyde,34
1010840,Mr. Immortal,6
1014984,Mr. Meugniot,0
1011244,Mr. Negative,28
1009461,Mr. Payback,0
1009462,Mr. X,8
1017824,Ms. America (America Chavez),82
1017577,Ms. Marvel (Kamala Khan),289
1011372,MS2,0
1011210,Mulholland Black,11
1011056,Multiple Man,60
1010826,MVP,4
1009464,Mysterio,93
1010951,Mysterio (Daniel Berkhart),0
1010952,Mysterio (Francis Klum),3
1009465,Mystique,230
1010953,Mystique (Age of Apocalypse),2
1010954,Mystique (House of M),1
1011129,Mystique (Ultimate),11
1013483,Nakia (Nakia),2
1009466,Namor,368
1009468,Namora,52
1009469,Namorita,67
1014978,Naoko,0
1009547,Natasha Romanoff,20
1010365,Nebula,33
1011302,Nehzno,0
1011422,Nekra,9
1011086,Nemesis,35
1010831,Network,0
1010815,New Goblin,0
1011336,New Mutants,307
1010683,New Warriors,114
1011271,New X-Men,46
1011269,Newton Destine,3
1011303,Next Avengers,1
1010685,Nextwave,13
1009471,Nick Fury,563
1017298,Nick Fury (LEGO Marvel Super Heroes),0
1011007,Nick Fury (Ultimate),85
1010746,Nico Minoru,29
1010706,Nicolaos,2
1011282,Night Nurse (Earth-9997),0
1014057,Night Nurse (Linda Carter),11
1010684,Night Thrasher,50
1014063,Night Thrasher (Dwayne Taylor),14
1009472,Nightcrawler,650
1011337,Nightcrawler (Ultimate),38
1010349,Nighthawk,59
1009473,Nightmare,68
1011124,Nightshade,4
1011409,Nine-Fold Daughters of Xao,1
1010797,Nitro,11
1009474,Nocturne,33
1009475,Nomad,24
1011427,Nomad (Rikki Barnes),20
1010955,Nomad (Steve Rogers),4
1009325,Norman Osborn,209
1010063,Norrin Radd,0
1009476,Northstar,109
1009477,Nova,197
1010956,Nova (Frankie Raye),8
1017078,Nova (Sam Alexander),116
1016837,Nova (USM),0
1010707,Nuke,12
1009620,Obadiah Stane,4
1009480,Odin,224
1009481,Ogun,8
1017840,Okoye,10
1010882,Old Lace,13
1017810,Old Man Logan (Earth-807128),160
1014160,Omega (Michael Pointer),1
1010757,Omega Flight,10
1009482,Omega Red,66
1011329,Omega Sentinel,2
1011123,Omega the Unknown,17
1009483,Onslaught,46
1011255,Onslaught (Ultimate),0
1009484,Oracle,20
1011202,Ord,11
1009485,Orphan,14
1010957,Orphan-Maker,24
1009479,Otto Octavius,21
1014198,Outlaw (Inez Temple),14
1011228,Outlaw Kid,3
1010332,Overlord,0
1011028,Owl,21
1009488,Ozymandias,15
1011150,Paibok,4
1010873,Paladin,25
1010708,Pandemic,2
1011321,Paper Doll,3
1010357,Patch,5
1009492,Patriot,81
1011351,Payback,0
1017857,Peggy Carter (Captain Carter),17
1014267,Penance (Monet St. Croix),18
1009493,Penance (Robert Baldwin),67
1009494,Pepper Potts,85
1009495,Pestilence,10
1011388,Pet Avengers,15
1010779,Pete Wisdom,24
1009491,Peter Parker,199
1010734,Peter Quill,8
1011021,Phalanx,4
1011419,Phantom Reporter,2
1017839,Phil Coulson (Phil Coulson),4
1011369,Phil Sheldon,8
1014318,Phoenix Force,16
1011045,Photon,33
1010741,Phyla-Vell,7
1010886,Piledriver,6
1010762,Pip,19
1011179,Pixie,53
1009498,Plazm,2
1009499,Polaris,284
1009501,Post,13
1016840,Power Man (USM),0
1010770,Power Pack,142
1011151,Praxagora,3
1011152,Preak,3
1009502,Pretty Boy,3
1011104,Pride,10
1014989,Prima,0
1011234,Prince of Orphans,11
1010750,Princess Powerful,0
1009503,Prism,5
1011030,Prodigy,28
1014434,Prodigy (David Alleyne),16
1011153,Proemial Gods,0
1011378,Professor Monster,0
1009504,Professor X,437
1010958,Professor X (Ultimate),16
1009505,Proteus,16
1010960,Proteus (House of M),0
1010959,Proteus (Ultimate),5
1009506,Proudstar,5
1009507,Prowler,30
1010961,Prowler (Rick Lawson),0
1009511,Psycho-Man,14
1009512,Psylocke,459
1009510,PsyNapse,4
1009513,Puck,76
1010962,Puck (Zuzha Yu),12
1010865,Puff Adder,0
1011165,pug,0
1009514,Puma,31
1009515,Punisher,763
1009517,Punisher (2099),6
1017306,Punisher (Marvel: Avengers Alliance),0
1009519,Puppet Master,42
1011207,Purifiers,12
1009520,Purple Man,29
1009522,Pyro,58
1014528,Quake (Daisy Johnson),39
1009523,Quasar (Phyla-Vell),113
1010778,Quasar (Wendell Vaughn),99
1010334,Quasimodo,10
1011191,Queen Noir,0
1009387,Quentin Quire,81
1009524,Quicksilver,387
1010964,Quicksilver (Age of Apocalypse),4
1010963,Quicksilver (Ultimate),32
1009430,Rachel Grey,98
1009526,Radioactive Man,30
1011280,Rafael Vega,0
1010817,Rage,37
1009527,Raider,0
1009528,Randall,7
1011326,Randall Flagg,1
1010767,Random,3
1010838,Rattler,0
1011154,Ravenous,5
1010892,Rawhide Kid,125
1009531,Raza,35
1009532,Reaper,18
1009533,Reavers,16
1015000,Reavers (Ultimate),2
1011249,Red 9,0
1009534,Red Ghost,14
1011238,Red Ghost (Ultimate),0
1014666,Red Guardian (Alexei Shostakov),7
1011360,Red Hulk,99
1017099,Red Hulk (HAS),1
1011436,Red She-Hulk,41
1011155,Red Shift,2
1009535,Red Skull,179
1010965,Red Skull (Albert Malik),0
1010837,Red Wolf,24
1011390,Redwing,26
1011376,Reptil,58
1011189,Retro Girl,1
1011330,Revanche,1
1009537,Rhino,76
1009702,Rhodey,12
1011401,Richard Fisk,0
1009379,Rick Jones,204
1015006,Rick Jones (Ultimate),0
1011348,Ricochet,7
1009542,Rictor,119
1009543,Riptide,11
1009544,Risque,13
1009545,Robbie Robertson,69
1010792,Robert Baldwin ,0
1009235,Robin Chapel,0
1010744,Rocket Raccoon,146
1017314,Rocket Raccoon (Marvel Heroes),0
1010769,Rocket Racer,1
1010692,Rockslide,28
1009546,Rogue,660
1010967,Rogue (Age of Apocalypse),9
1017319,Rogue (Deadpool),0
1010966,Rogue (Ultimate),36
1017478,Rogue (X-Men: Battle of the Atom),0
1010781,Roland Deschain,10
1011398,Romulus,23
1010344,Ronan,58
1010710,Ronin,16
1011117,Roughhouse,7
1009549,Roulette,1
1009595,Roxanne Simpson,0
1009311,Rumiko Fujikawa,8
1010747,Runaways,141
1009551,Russian,0
1009552,S.H.I.E.L.D.,176
1009553,Sabra,21
1009554,Sabretooth,347
1010969,Sabretooth (Age of Apocalypse),21
1010970,Sabretooth (House of M),1
1010968,Sabretooth (Ultimate),23
1009555,Sage,46
1011325,Salem's Seven (Ultimate),4
1011126,Sally Floyd,7
1011156,Salo,1
1009558,Sandman,124
1010711,Santa Claus,2
1009559,Saracen (Muzzafar Lambert),0
1009560,Sasquatch (Walter Langkowski),96
1011035,Satana,35
1009561,Sauron,63
1011048,Scalphunter,26
1010861,Scarecrow (Ebenezer Laughton),15
1011197,Scarlet Spider (Ben Reilly),78
1011426,Scarlet Spider (Kaine),83
1009562,Scarlet Witch,584
1010972,Scarlet Witch (Age of Apocalypse),0
1017308,Scarlet Witch (Marvel Heroes),0
1010971,Scarlet Witch (Ultimate),29
1010790,Scorpion (Carmilla Black),9
1009563,Scorpion (Mac Gargan),38
1011079,Scorpion (Ultimate),1
1009565,Scourge,8
1011230,Scrambler,2
1009566,Scream (Donna Diego),10
1011242,Screwball,9
1009581,Sebastian Shaw,41
1011368,Secret Warriors,43
1009568,Selene,28
1009569,Senator Kelly,1
1009570,Sentinel,65
1011323,Sentinels,60
1009571,Sentry (Robert Reynolds),115
1011167,Ser Duncan,1
1009572,Serpent Society,10
1010345,Sersi,57
1009573,Shadow King,28
1010973,Shadow King (Age of Apocalypse),2
1009574,Shadowcat,15
1010975,Shadowcat (Age of Apocalypse),10
1010974,Shadowcat (Ultimate),9
1011406,Shadu the Shady,1
1009575,Shalla-bal,11
1009576,Shaman,48
1014979,Shane Yamada-Jones,0
1009577,Shang-Chi,271
1015001,Shang-Chi (Ultimate),8
1009578,Shanna the She-Devil,75
1010712,Shape,5
1009579,Shard,28
1009228,Sharon Carter,127
1010895,Sharon Ventura,9
1009580,Shatterstar,137
1017111,She-Hulk (HAS),1
1009583,She-Hulk (Jennifer Walters),550
1011392,She-Hulk (Lyra),24
1017331,She-Hulk (Marvel War of Heroes),0
1011393,She-Hulk (Ultimate),2
1015035,Shen,0
1011168,Sheva Callister,0
1011093,Shi'Ar,18
1011381,Shinko Yamashiro,0
1009582,Shinobi Shaw,5
1009584,Shiva,6
1011394,Shiver Man,1
1009585,Shocker (Herman Schultz),38
1010858,Shockwave,5
1010824,Shooting Star,1
1009586,Shotgun,4
1009587,Shriek,11
1009588,Sif,173
1010848,Silhouette,7
1017815,Silk (Cindy Moon),88
1010856,Silk Fever,0
1010339,Silver Centurion,0
1009589,Silver Fox,14
1009590,Silver Sable,79
1009591,Silver Samurai,39
1010976,Silver Samurai (Age of Apocalypse),13
1009592,Silver Surfer,570
1010864,Silverclaw,21
1009594,Silvermane,18
1010898,Sin,56
1011265,Sinister Six,35
1014975,Sir Ram,0
1010834,Siren (Earth-93060),0
1010745,Sister Grimm,7
1011223,Skaar,82
1017101,Skaar (HAS),1
1009598,Skin,12
1011157,Skreet,5
1009599,Skrulls,156
1015002,Skrulls (Ultimate),2
1009600,Skullbuster (Cylla Markham),3
1011057,Slapstick,32
1011070,Slayback,1
1009601,Sleeper,8
1010761,Sleepwalker,17
1009602,Slipstream,5
1010874,Slyde,1
1009603,Smasher (Vril Rokk),17
1010845,Smiling Tiger,0
1009606,Snowbird,48
1010855,Solo (James Bourne),21
1010693,Songbird,43
1011373,Sons of the Tiger,21
1009607,Spacker Dave,0
1010705,Spectrum,47
1010833,Speed,17
1011032,Speed Demon,7
1010694,Speedball (Robert Baldwin),41
1009605,Spencer Smythe,7
1011366,Sphinx (Anath-Na Mut),0
1010727,Spider-dok,0
1009157,Spider-Girl (Anya Corazon),71
1009609,Spider-Girl (May Parker),200
1017603,Spider-Gwen (Gwen Stacy),163
1011347,Spider-Ham (Larval Earth),65
1011054,Spider-Man (1602),44
1014873,Spider-Man (2099),97
1016452,Spider-Man (Ai Apaec),15
1014858,Spider-Man (Ben Reilly),66
1012200,Spider-Man (House of M),0
1017332,Spider-Man (LEGO Marvel Super Heroes),0
1011114,Spider-Man (Marvel Zombies),8
1017305,Spider-Man (Marvel: Avengers Alliance),0
1016181,Spider-Man (Miles Morales),449
1012295,Spider-Man (Noir),21
1009610,Spider-Man (Peter Parker),4480
1011377,Spider-Man (Takuya Yamashiro),0
1011010,Spider-Man (Ultimate),263
1010795,Spider-Woman (Charlotte Witter),13
1009608,Spider-Woman (Jessica Drew),340
1010794,Spider-Woman (Mattie Franklin),17
1009614,Spiral (Rita Wayword),49
1011158,Spirit,0
1010899,Spitfire,29
1009616,Spot,25
1011180,Sprite,0
1009617,Spyke,0
1014905,Squadron Sinister,9
1010814,Squadron Supreme (Earth-712),52
1010860,Squirrel Girl,127
1009618,Stacy X,37
1015003,Stacy X (Ultimate),2
1011307,Star Brand,31
1010733,Star-Lord (Peter Quill),114
1009621,Starbolt,9
1010764,Stardust,2
1011084,Starfox,41
1011341,Starhawk (Stakar Ogord),29
1011078,Starjammers,33
1009622,Stark Industries,0
1010828,Stature,32
1010889,Steel Serpent (Davos),16
1012230,Stegron,6
1011159,Stellaris,2
1009625,Stepford Cuckoos,43
1009615,Stephanie de la Spiroza,0
1010901,Stephen Strange,10
1010326,Steve Rogers,44
1009626,Stick,17
1009627,Stilt-Man (Wibur Day),12
1009628,Stingray (Walter Newell),33
1010327,Stone Men,0
1009629,Storm,915
1010979,Storm (Age of Apocalypse),12
1017309,Storm (Marvel Heroes),0
1010978,Storm (Ultimate),66
1011062,Stranger,8
1011051,Strong Guy,73
1009632,Stryfe,49
1011225,Stryfe (Ultimate),0
1010791,Sub-Mariner,591
1009631,Sue Storm,41
1011212,Sugar Man,4
1009635,Sumo,4
1009636,Sunfire,91
1010981,Sunfire (Age of Apocalypse),7
1009637,Sunset Bain,9
1009638,Sunspot,210
1015280,Super Hero Squad,16
1011022,Super-Adaptoid,12
1009639,Super-Skrull,33
1011232,Supernaut,11
1011160,Supreme Intelligence,15
1010695,Surge,27
1011477,Surtur,15
1011172,Susan Delgado,0
1011075,Swarm,2
1011017,Sway,1
1009640,Switch,8
1017852,Sword Master (Sword Master),26
1009641,Swordsman,62
1010982,Swordsman (Jacques Duquesne),4
1009642,Sym,2
1009643,Synch,23
1009644,T'Challa,8
1011042,Tag,10
1009646,Talisman (Elizabeth Twoyoungmen),10
1010753,Talkback (Chase Stein),6
1011395,Talon (Fraternity of Raptors),1
1011161,Talos,1
1011149,Tana Nile,6
1010713,Tarantula (Luis Alvarez),6
1011854,Tarantula (Maria Vasquez),2
1009647,Tarot,5
1009648,Taskmaster,114
1011115,Tattoo,0
1011896,Taurus (Cornelius van Lunt),1
1013504,Technarchy,0
1011000,Ted Forrester,0
1009650,Tempest,23
1011162,Tenebrous,2
1009651,Terrax,29
1011034,Terror,13
1010819,Texas Twister,3
1011003,Thaddeus Ross,12
1009652,Thanos,296
1015004,Thanos (Ultimate),5
1011083,The 198,0
1009653,The Anarchist,2
1009654,The Call,0
1010714,The Captain,0
1012080,The Collector (Taneleer Tivan),24
1011294,The Enforcers,2
1010728,The Executioner,0
1009655,The Fallen,0
1011219,The Fury,1
1010359,The Hand,43
1010715,The Hood,44
1011295,The Howling Commandos,4
1014986,The Hunter,0
1010998,The Initiative,18
1017103,The Leader (HAS),0
1011216,The Liberteens,1
1011215,The Liberty Legion,0
1011018,The Order,18
1009656,The Phantom,0
1009657,The Professor,6
1011211,The Renegades,2
1011110,The Santerians,0
1009658,The Shiver Man,0
1009659,The Spike,0
1009660,The Stranger,11
1011112,The Twelve,13
1009661,The Watchers,17
1011181,Thena,19
1009662,Thing,964
1017313,Thing (Marvel Heroes),0
1010983,Thing (Ultimate),49
1009664,Thor,1899
1017576,Thor (Goddess of Thunder),58
1017106,Thor (MAA),0
1017315,Thor (Marvel Heroes),0
1017328,Thor (Marvel War of Heroes),0
1017302,Thor (Marvel: Avengers Alliance),0
1011025,Thor (Ultimate),54
1010820,Thor Girl,16
1010885,Thunderball,14
1009666,Thunderbird (John Proudstar),37
1009667,Thunderbird (Neal Shaara),36
1009668,Thunderbolt (Bill Carver),1
1014812,Thunderbolt Ross,18
1010360,Thunderbolts,293
1011304,Thundra,16
1009669,Tiger Shark,25
1011237,Tiger's Beautiful Daughter,9
1009670,Tigra (Greer Nelson),146
1010857,Timeslip,0
1011345,Tinkerer,16
1011960,Tippy Toe,7
1010669,Titania,49
1009672,Titanium Man (Topolov),30
1009673,Toad,53
1009674,Toad Men,2
1011166,Tomas,0
1009675,Tombstone,56
1010328,Tomorrow Man,11
1009624,Tony Stark,48
1011309,Toro (Thomas Raymond),33
1009676,Toxin,10
1009692,Toxin (Eddie Brock),68
1010822,Trauma,19
1011978,Trevor Fitzroy,3
1010825,Triathlon,41
1009671,Trish Tilby,0
1010335,Triton,65
1011352,True Believers,5
1011047,Turbo,8
1009678,Tusk,6
1010852,Two-Gun Kid,135
1009679,Tyger Tiger,6
1010369,Typhoid Mary,54
1009680,Tyrannus,14
1011315,U-Foes,5
1009681,U-Go Girl,14
1009682,U.S. Agent,74
1009683,Uatu The Watcher,78
1010358,Ulik,46
1016825,Ultimate Spider-Man (USM),21
1010803,Ultimates,133
1009684,Ultimatum,17
1011311,Ultimo,7
1011125,Ultra-Adaptoid,1
1010847,Ultragirl (Earth-93060),1
1009685,Ultron,118
1009686,Umar,22
1010862,Unicorn,7
1010985,Union Jack (Brian Falsworth),4
1010696,Union Jack (Joseph Chapman),28
1010984,Union Jack (Montgomery Falsworth),19
1009687,Unus,12
1010987,Unus (Age of Apocalypse),1
1010988,Unus (House of M),0
1010986,Unus (Ultimate),0
1009525,Valeria Richards,82
1017841,Valkyrie (Exiles),12
1010350,Valkyrie (Samantha Parrington),17
1011239,Valkyrie (Ultimate),9
1011182,Vampiro,0
1011342,Vance Astro,38
1010989,Vanisher (Age of Apocalypse),0
1011365,Vanisher (Telford Porter),12
1009689,Vanisher (Ultimate),3
1011316,Vapor,0
1009690,Vargas,15
1010872,Vector,0
1011231,Veda,11
1009691,Vengeance (Michael Badilino),37
1009663,Venom (Flash Thompson),127
1010788,Venom (Mac Gargan),24
1011128,Venom (Ultimate),8
1011106,Venus (Siren),8
1009693,Venus Dee Milo,10
1010353,Vermin (Edward Whelan),15
1009694,Vertigo (Savage Land Mutate),28
1011066,Victor Mancha,9
1010324,Victor Von Doom,39
1011261,Vin Gonzales,4
1009695,Vindicator,30
1010666,Violations,0
1009696,Viper,51
1010697,Virginia Dare,7
1009697,Vision,579
1009698,Vivisector,16
1011011,Vulcan (Gabriel Summers),25
1009699,Vulture (Adrian Toomes),104
1010990,Vulture (Blackie Drago),1
1010849,Wallflower,10
1011267,Wallop,0
1009700,Wallow,0
1009701,War (Abraham Kieros),13
1017322,War Machine (Iron Man 3 - The Official Game),0
1017834,War Machine (James Rhodes),114
1017304,War Machine (Marvel: Avengers Alliance),0
1010991,War Machine (Parnell Jacobs),1
1011226,War Machine (Ultimate),3
1009703,Warbird,32
1011121,Warbound,5
1010372,Warhawk (Mitchell Tanner),8
1009704,Warlock (Janie Chin),0
1011287,Warlock (Technarchy),30
1009705,Warpath,221
1010668,Warren Worthington III,6
1009706,Warstar,9
1009707,Wasp,433
1010992,Wasp (Ultimate),28
1017853,Wave (Wave),16
1011133,Weapon Omega,9
1009709,Weapon X,53
1011402,Wendell Rand,6
1010742,Wendell Vaughn,0
1009710,Wendigo,23
1010765,Werewolf By Night,95
1011588,Whiplash (Anton Vanko),5
1009711,Whiplash (Mark Scarlotti),12
1010348,Whirlwind,33
1010342,Whistler,0
1009712,White Queen (Adrienne Frost),0
1010853,White Tiger (Angela Del Toro),51
1016838,White Tiger (USM),0
1011425,Whizzer (Stanley Stewart),2
1009714,Wiccan,82
1009715,Wild Child,49
1010994,Wild Child (Age of Apocalypse),8
1011067,Wild Pack,8
1009716,Wildside,19
1009633,William Stryker,11
1010680,Wilson Fisk,0
1011009,Wind Dancer,15
1010740,Winter Soldier,229
1011043,Wither,12
1011290,Wolf Cub,0
1011281,Wolfpack,14
1009717,Wolfsbane,137
1010995,Wolfsbane (Age of Apocalypse),1
1010729,Wolver-dok,0
1009718,Wolverine,2730
1017297,Wolverine (LEGO Marvel Super Heroes),0
1017325,Wolverine (Marvel War of Heroes),0
1011006,Wolverine (Ultimate),99
1017479,Wolverine (X-Men: Battle of the Atom),0
1009719,Wonder Man,269
1009720,Wong,107
1015005,Wong (Ultimate),3
1010737,Wraith,15
1010884,Wrecker,12
1010883,Wrecking Crew,15
1009722,X-23,286
1010804,X-51,0
1011418,X-Babies,14
1009723,X-Cutioner,4
1010738,X-Factor,217
1010739,X-Factor Investigations,14
1009724,X-Force,369
1009725,X-Man,113
1009726,X-Men,4076
1011109,X-Men (Ultimate),190
1010875,X-Ray (James Darnell),0
1010806,X-Statix,46
1009732,X.S.E.,0
1011094,Xavin,8
1009734,Xorn (Kuan-Yin Xorn),22
1009736,Yellow Claw,22
1009737,Yellowjacket (Hank Pym),90
1010996,Yellowjacket (Rita DeMara),9
1011542,Yondu,57
1010698,Young Avengers,81
1011277,Young X-Men,18
1009738,Zaladane,15
1010841,Zaran,22
1010716,Zarda,3
1011163,Zarek,0
1009739,Zeigeist,0
1010780,Zemo,15
1011515,Zeus,36
1011127,Zodiak,1
1009741,Zombie (Simon Garth),1
1011183,Zuras,3
1009742,Zzzax,5
